id	gene_symbol	complex
YHL030W	ECM29	proteasome regulatory particle
YHR027C	RPN1	proteasome regulatory particle
YHR200W	RPN10	proteasome regulatory particle
YIL075C	RPN2	proteasome regulatory particle
YKL145W	RPT1	proteasome regulatory particle
YLR421C	RPN13	proteasome regulatory particle
YOR117W	RPT5	proteasome regulatory particle
YOR259C	RPT4	proteasome regulatory particle
YOR261C	RPN8	proteasome regulatory particle
YPR108W	RPN7	proteasome regulatory particle
YDL020C	RPN4	proteasome regulatory particle (GO)
YFR010W	UBP6	proteasome regulatory particle (GO)
YGR232W	NAS6	proteasome regulatory particle (GO)
YDL090C	RAM1	protein farnesyltransferase complex
YKL019W	RAM2	protein farnesyltransferase complex
YGL019W	CKB1	protein kinase CK2 complex
YIL035C	CKA1	protein kinase CK2 complex
YOR039W	CKB2	protein kinase CK2 complex
YOR061W	CKA2	protein kinase CK2 complex
YBR045C	GIP1	protein phosphatase type 1 complex (GO)
YBR050C	REG2	protein phosphatase type 1 complex (GO)
YDR028C	REG1	protein phosphatase type 1 complex (GO)
YER054C	GIP2	protein phosphatase type 1 complex (GO)
YER133W	GLC7	protein phosphatase type 1 complex (GO)
YLR273C	PIG1	protein phosphatase type 1 complex (GO)
YOR178C	GAC1	protein phosphatase type 1 complex (GO)
YAL016W	TPD3	protein phosphatase type 2A complex
YDL134C	PPH21	protein phosphatase type 2A complex
YDL188C	PPH22	protein phosphatase type 2A complex
YGL190C	CDC55	protein phosphatase type 2A complex
YML109W	ZDS2	protein phosphatase type 2A complex
YMR273C	ZDS1	protein phosphatase type 2A complex
YOR014W	RTS1	protein phosphatase type 2A complex
YHL011C	PRS3	Prs1-Prs3 heterodimer
YKL181W	PRS1	Prs1-Prs3 heterodimer
YLL010C	PSR1	Psr2-Psr1-Whi2 complex
YLR019W	PSR2	Psr2-Psr1-Whi2 complex
YOR043W	WHI2	Psr2-Psr1-Whi2 complex
YBR280C	SAF1	putatie Saf1-Aah1 complex
YNL141W	AAH1	putatie Saf1-Aah1 complex
YCR088W	ABP1	putative Abp1-Crn1 complex
YLR429W	CRN1	putative Abp1-Crn1 complex
YCR073W-A	SOL2	putative Ade16-Ade17-Sol2 complex
YLR028C	ADE16	putative Ade16-Ade17-Sol2 complex
YMR120C	ADE17	putative Ade16-Ade17-Sol2 complex
YDR264C	AKR1	putative Ark1-Ste4 complex
YOR212W	STE4	putative Ark1-Ste4 complex
YDR035W	ARO3	putative Aro3-Bcs1 complex
YDR375C	BCS1	putative Aro3-Bcs1 complex
YCR072C	RSA4	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YDR101C	ARX1	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YER126C	NSA2	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YGR245C	SDA1	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YHR085W	IPI1	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YLR074C	BUD20	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YLR106C	MDN1	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YNL182C	IPI3	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YNR053C	NOG2	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex
YGR124W	ASN2	putative Asn1-Asn2 isozyme complex
YPR145W	ASN1	putative Asn1-Asn2 isozyme complex
YFR021W	ATG18	putative Atg18-Atg2 complex
YNL242W	ATG2	putative Atg18-Atg2 complex
YAL020C	ATS1	putative Ats1-Kti11 complex
YBL071W-A	KTI11	putative Ats1-Kti11 complex
YHR208W	BAT1	putative Bat1-Bat2 complex
YJR148W	BAT2	putative Bat1-Bat2 complex
YAL060W	BDH1	putative Bdh1-Bdh2 complex
YAL061W	BDH2	putative Bdh1-Bdh2 complex
YAL041W	CDC24	putative Boi2-Cdc24 complex
YER114C	BOI2	putative Boi2-Cdc24 complex
YDL074C	BRE1	putative Bre1-Lge1 complex
YPL055C	LGE1	putative Bre1-Lge1 complex
YLR319C	BUD6	putative Bud6-Yor304c-a complex
YOR304C-A	YOR304C-A	putative Bud6-Yor304c-a complex
YAL038W	CDC19	putative Cdc19-Pyk2 isozyme complex
YOR347C	PYK2	putative Cdc19-Pyk2 isozyme complex
YBR202W	MCM7	putative Cdc47-Erg26 complex
YGL001C	ERG26	putative Cdc47-Erg26 complex
YDR267C	CIA1	putative Cia1-Yhr122w-Met18-Nar1 complex
YHR122W	YHR122W	putative Cia1-Yhr122w-Met18-Nar1 complex
YIL128W	MET18	putative Cia1-Yhr122w-Met18-Nar1 complex
YNL240C	NAR1	putative Cia1-Yhr122w-Met18-Nar1 complex
YEL061C	CIN8	putative Cin8-Zwf1 complex
YNL241C	ZWF1	putative Cin8-Zwf1 complex
YBR109C	CMD1	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
YGL106W	MLC1	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
YHR023W	MYO1	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
YOR326W	MYO2	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
YPR188C	MLC2	putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex
YDR079C-A	TFB5	putative core TFIIH Tfb5-Tfb2 subcomplex
YPL122C	TFB2	putative core TFIIH Tfb5-Tfb2 subcomplex
YDR231C	COX20	putative Cox20-Chs1 complex
YNL192W	CHS1	putative Cox20-Chs1 complex
YBL040C	ERD2	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YBR017C	KAP104	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YEL022W	GEA2	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YGR218W	CRM1	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YJR077C	MIR1	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YML085C	TUB1	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YOR160W	MTR10	putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex
YLR429W	CRN1	putative Crn1-Inp52-Bsp1 complex
YNL106C	INP52	putative Crn1-Inp52-Bsp1 complex
YPR171W	BSP1	putative Crn1-Inp52-Bsp1 complex
YGR003W	CUL3	putative Cul3-Yil001w complex
YIL001W	YIL001W	putative Cul3-Yil001w complex
YDL209C	CWC2	putative Cwc2-Spp382-Ntr2 complex
YKR022C	NTR2	putative Cwc2-Spp382-Ntr2 complex
YLR424W	SPP382	putative Cwc2-Spp382-Ntr2 complex
YAL039C	CYC3	putative Cyc3-Yat1 complex
YAR035W	YAT1	putative Cyc3-Yat1 complex
YER143W	DDI1	putative Ddi1-Pmt4 complex
YJR143C	PMT4	putative Ddi1-Pmt4 complex
YKL078W	DHR2	putative Dhr2-Ubp10 complex
YNL186W	UBP10	putative Dhr2-Ubp10 complex
YKR071C	DRE2	putative Dre2-Tah18 complex
YPR048W	TAH18	putative Dre2-Tah18 complex
YGR093W	YGR093W	putative Drn1-Dbr1 complex
YKL149C	DBR1	putative Drn1-Dbr1 complex
YLR436C	ECM30	putative Ecm30-Ubp15 complex
YMR304W	UBP15	putative Ecm30-Ubp15 complex
YBL047C	EDE1	putative Ede1-Syp1 complex
YCR030C	SYP1	putative Ede1-Syp1 complex
YGR271C-A	EFG1	putative Efg1-Bud22 complex
YMR014W	BUD22	putative Efg1-Bud22 complex
YDR385W	EFT2	putative Eft1-Eft2 complex
YOR133W	EFT1	putative Eft1-Eft2 complex
YGR185C	TYS1	putative Ela1-Tys1 complex
YNL230C	ELA1	putative Ela1-Tys1 complex
YDL018C	ERP3	putative Emp24-Erv25-Erp3-Erp5 complex
YGL200C	EMP24	putative Emp24-Erv25-Erp3-Erp5 complex
YHR110W	ERP5	putative Emp24-Erv25-Erp3-Erp5 complex
YML012W	ERV25	putative Emp24-Erv25-Erp3-Erp5 complex
YHR072W	ERG7	putative Erg7-Erg27 complex
YLR100W	ERG27	putative Erg7-Erg27 complex
YAL042W	ERV46	putative Erv46-Erv41-Ero1 complex
YML067C	ERV41	putative Erv46-Erv41-Ero1 complex
YML130C	ERO1	putative Erv46-Erv41-Ero1 complex
YGL082W	YGL082W	putative Faa4-Ygl082w complex
YMR246W	FAA4	putative Faa4-Ygl082w complex
YIL161W	YIL161W	putative Fap1-Fpr1-Yil161w complex
YNL023C	FAP1	putative Fap1-Fpr1-Yil161w complex
YNL135C	FPR1	putative Fap1-Fpr1-Yil161w complex
YJL155C	FBP26	putative Fbp26-Ylr345w complex
YLR345W	YLR345W	putative Fbp26-Ylr345w complex
YAL053W	FLC2	putative Flc2-Pdr5 complex
YOR153W	PDR5	putative Flc2-Pdr5 complex
YAL053W	FLC2	putative Flc2-Tcb3 complex
YML072C	TCB3	putative Flc2-Tcb3 complex
YIL098C	FMC1	putative Fmc1-Atp12 complex
YJL180C	ATP12	putative Fmc1-Atp12 complex
YML074C	FPR3	putative Fpr3-Ssb2 complex
YNL209W	SSB2	putative Fpr3-Ssb2 complex
YAL034C	FUN19	putative Fun19-Kap123 complex
YER110C	KAP123	putative Fun19-Kap123 complex
YAL062W	GDH3	putative Gdh1-Gdh3 isozyme complex
YOR375C	GDH1	putative Gdh1-Gdh3 isozyme complex
YER136W	GDI1	putative Gdi1-Ypt6-Ypt1 complex
YFL038C	YPT1	putative Gdi1-Ypt6-Ypt1 complex
YLR262C	YPT6	putative Gdi1-Ypt6-Ypt1 complex
YDR152W	GIR2	putative Gir2-Rbg2 complex
YGR173W	RBG2	putative Gir2-Rbg2 complex
YDL171C	GLT1	putative Glt1-Ylr257w complex
YLR257W	YLR257W	putative Glt1-Ylr257w complex
YDR517W	GRH1	putative Grh1-Fmp38 complex
YOR205C	GEP3	putative Grh1-Fmp38 complex
YFR015C	GSY1	putative Gsy1-Gsy2 complex
YLR258W	GSY2	putative Gsy1-Gsy2 complex
YDR365C	ESF1	putative Hca4-Esf1-Esf2 complex
YJL033W	HCA4	putative Hca4-Esf1-Esf2 complex
YNR054C	ESF2	putative Hca4-Esf1-Esf2 complex
YDR458C	HEH2	putative Heh2-Erg24 complex
YNL280C	ERG24	putative Heh2-Erg24 complex
YLR450W	HMG2	putative Hmg1-Hmg2 isozyme complex
YML075C	HMG1	putative Hmg1-Hmg2 isozyme complex
YBR034C	HMT1	putative Hmt1-Scd6-Psp2 complex
YML017W	PSP2	putative Hmt1-Scd6-Psp2 complex
YPR129W	SCD6	putative Hmt1-Scd6-Psp2 complex
YLR113W	HOG1	putative Hog1-Rck2 complex
YLR248W	RCK2	putative Hog1-Rck2 complex
YDL060W	TSR1	putative Hrr25-Ltv1-Rio2-Tsr1 complex
YKL143W	LTV1	putative Hrr25-Ltv1-Rio2-Tsr1 complex
YNL207W	RIO2	putative Hrr25-Ltv1-Rio2-Tsr1 complex
YPL204W	HRR25	putative Hrr25-Ltv1-Rio2-Tsr1 complex
YDR171W	HSP42	putative Hsp42-Gln1 complex
YPR035W	GLN1	putative Hsp42-Gln1 complex
YDR171W	HSP42	putative Hsp42-Sis1 complex
YNL007C	SIS1	putative Hsp42-Sis1 complex
YBR011C	IPP1	putative Ipp1-Ack1-Rom2 complex
YDL203C	ACK1	putative Ipp1-Ack1-Rom2 complex
YLR371W	ROM2	putative Ipp1-Ack1-Rom2 complex
YBR011C	IPP1	putative Ipp1-Tus1-Ypl066w complex
YLR425W	TUS1	putative Ipp1-Tus1-Ypl066w complex
YPL066W	YPL066W	putative Ipp1-Tus1-Ypl066w complex
YER110C	KAP123	putative Kap123-Ypr174c complex
YPR174C	YPR174C	putative Kap123-Ypr174c complex
YLR347C	KAP95	putative Kap95-Nup1 nuclear pore subcomplex
YOR098C	NUP1	putative Kap95-Nup1 nuclear pore subcomplex
YCL011C	GBP2	putative Kem1-Gbp2-Sro9-Sbp1 complex
YCL037C	SRO9	putative Kem1-Gbp2-Sro9-Sbp1 complex
YGL173C	KEM1	putative Kem1-Gbp2-Sro9-Sbp1 complex
YHL034C	SBP1	putative Kem1-Gbp2-Sro9-Sbp1 complex
YNL238W	KEX2	putative Kex2-Sil1 complex
YOL031C	SIL1	putative Kex2-Sil1 complex
YBL007C	SLA1	putative Las17-Sla1-Vrp1 complex
YLR337C	VRP1	putative Las17-Sla1-Vrp1 complex
YOR181W	LAS17	putative Las17-Sla1-Vrp1 complex
YNL104C	LEU4	putative Leu4-Leu9 isozyme complex
YOR108W	LEU9	putative Leu4-Leu9 isozyme complex
YBR267W	REI1	putative Lsg1-Nmd3-Rei1 complex
YGL099W	LSG1	putative Lsg1-Nmd3-Rei1 complex
YHR170W	NMD3	putative Lsg1-Nmd3-Rei1 complex
YDL131W	LYS21	putative Lys20-Lys21 isozyme complex
YDL182W	LYS20	putative Lys20-Lys21 isozyme complex
YBR030W	RKM3	putative Map1-Ybr030w complex
YLR244C	MAP1	putative Map1-Ybr030w complex
YBR185C	MBA1	putative Mba1-Ste50 complex
YCL032W	STE50	putative Mba1-Ste50 complex
YAL010C	MDM10	putative Mdm10-Mpm1-Tom40-Yhm2 complex
YJL066C	MPM1	putative Mdm10-Mpm1-Tom40-Yhm2 complex
YMR203W	TOM40	putative Mdm10-Mpm1-Tom40-Yhm2 complex
YMR241W	YHM2	putative Mdm10-Mpm1-Tom40-Yhm2 complex
YGL125W	MET13	putative Met13-Met12 isozyme complex
YPL023C	MET12	putative Met13-Met12 isozyme complex
YGL125W	MET13	putative Met13-Yml082w complex
YML082W	YML082W	putative Met13-Yml082w complex
YCL043C	PDI1	putative Mnl1-Pdi1 complex
YHR204W	MNL1	putative Mnl1-Pdi1 complex
YIL106W	MOB1	putative Mob1-Dbf20 complex
YPR111W	DBF20	putative Mob1-Dbf20 complex
YCL017C	NFS1	putative Nfs1-Isd11 complex
YER048W-A	ISD11	putative Nfs1-Isd11 complex
YGR010W	NMA2	putative Nma2-Nma1 complex
YLR328W	NMA1	putative Nma2-Nma1 complex
YEL043W	YEL043W	putative Nnf2-Yel043w complex
YGR089W	NNF2	putative Nnf2-Yel043w complex
YGR043C	NQM1	putative Nqm1-Tal1 complex
YLR354C	TAL1	putative Nqm1-Tal1 complex
YDR001C	NTH1	putative Nth1-Bmh1-Bmh2 complex
YDR099W	BMH2	putative Nth1-Bmh1-Bmh2 complex
YER177W	BMH1	putative Nth1-Bmh1-Bmh2 complex
YJL208C	NUC1	putative Nuc1-Trz1-Ymr099c complex
YKR079C	TRZ1	putative Nuc1-Trz1-Ymr099c complex
YMR099C	YMR099C	putative Nuc1-Trz1-Ymr099c complex
YBL079W	NUP170	putative Nup170-Nup53-Hms1 complex
YMR153W	NUP53	putative Nup170-Nup53-Hms1 complex
YOR032C	HMS1	putative Nup170-Nup53-Hms1 complex
YHR195W	NVJ1	putative Nvj1-Tos4 complex
YLR183C	TOS4	putative Nvj1-Tos4 complex
YCR095C	OCA4	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YDR067C	OCA6	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YHL029C	OCA5	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YNL032W	SIW14	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YNL056W	OCA2	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YNL099C	OCA1	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex
YAR042W	SWH1	putative Osh2-Swh1 complex
YDL019C	OSH2	putative Osh2-Swh1 complex
YGL022W	STT3	putative Ost1-Stt3 complex
YJL002C	OST1	putative Ost1-Stt3 complex
YHR179W	OYE2	putative Oye2-Oye3 complex
YPL171C	OYE3	putative Oye2-Oye3 complex
YDR071C	PAA1	putative Paa1-Ptc2 complex
YER089C	PTC2	putative Paa1-Ptc2 complex
YBL105C	PKC1	putative Pck1-Eno1 complex
YGR254W	ENO1	putative Pck1-Eno1 complex
YPL031C	PHO85	putative Pcl8-Pho85 CDK-cyclin complex
YPL219W	PCL8	putative Pcl8-Pho85 CDK-cyclin complex
YEL058W	PCM1	putative Pcm1-Mgs1 complex
YNL218W	MGS1	putative Pcm1-Mgs1 complex
YBL080C	PET112	putative Pet112-Ymr293c complex
YMR293C	HER2	putative Pet112-Ymr293c complex
YGL153W	PEX14	putative Pex14-Pex17 complex
YNL214W	PEX17	putative Pex14-Pex17 complex
YDR244W	PEX5	putative Pex5-Mmt1 complex
YMR177W	MMT1	putative Pex5-Mmt1 complex
YDR490C	PKH1	putative Pkh1-Mrp8-Pil1-Lsp1 complex
YGR086C	PIL1	putative Pkh1-Mrp8-Pil1-Lsp1 complex
YKL142W	MRP8	putative Pkh1-Mrp8-Pil1-Lsp1 complex
YPL004C	LSP1	putative Pkh1-Mrp8-Pil1-Lsp1 complex
YGL167C	PMR1	putative Pmr1-Psd1 complex
YNL169C	PSD1	putative Pmr1-Psd1 complex
YCR014C	POL4	putative Pol4-Rpn5 complex
YDL147W	RPN5	putative Pol4-Rpn5 complex
YIL153W	RRD1	putative Psy2-Rrd1 complex
YNL201C	PSY2	putative Psy2-Rrd1 complex
YBL056W	PTC3	putative Ptc3-Paa1 complex
YDR071C	PAA1	putative Ptc3-Paa1 complex
YBR125C	PTC4	putative Ptc4-Ydr186c complex
YDR186C	YDR186C	putative Ptc4-Ydr186c complex
YCR079W	PTC6	putative Ptc6-Pro2 complex
YOR323C	PRO2	putative Ptc6-Pro2 complex
YHR076W	PTC7	putative Ptc7-Sec14 complex
YMR079W	SEC14	putative Ptc7-Sec14 complex
YLR142W	PUT1	putative Put1-Ymr315w complex
YMR315W	YMR315W	putative Put1-Ymr315w complex
YBR218C	PYC2	putative Pyc1-Pyc2 isozyme complex
YGL062W	PYC1	putative Pyc1-Pyc2 isozyme complex
YBR260C	RGD1	putative Rgd1-Fyv8 complex
YGR196C	FYV8	putative Rgd1-Fyv8 complex
YCR028C-A	RIM1	putative Rim1-Rad52 complex
YML032C	RAD52	putative Rim1-Rad52 complex
YBL087C	RPL23A	putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex
YDR361C	BCP1	putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex
YER117W	RPL23B	putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex
YPL208W	RKM1	putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex
YGR214W	RPS0A	putative Rps0a-Rps0b complex
YLR048W	RPS0B	putative Rps0a-Rps0b complex
YCL031C	RRP7	putative Rrp7-Ifh1 complex
YLR223C	IFH1	putative Rrp7-Ifh1 complex
YJR041C	URB2	putative Rsa3-Urb1-Urb2-Nop8 complex
YKL014C	URB1	putative Rsa3-Urb1-Urb2-Nop8 complex
YLR221C	RSA3	putative Rsa3-Urb1-Urb2-Nop8 complex
YOL144W	NOP8	putative Rsa3-Urb1-Urb2-Nop8 complex
YER043C	SAH1	putative Sah1-Caf16 complex
YFL028C	CAF16	putative Sah1-Caf16 complex
YBL052C	SAS3	putative Sas3-Nto1-Ylr455w complex
YLR455W	YLR455W	putative Sas3-Nto1-Ylr455w complex
YPR031W	NTO1	putative Sas3-Nto1-Ylr455w complex
YOR213C	SAS5	putative Sas5-Wtm2 complex
YOR229W	WTM2	putative Sas5-Wtm2 complex
YER081W	SER3	putative Ser3-Ser33 isozyme complex
YIL074C	SER33	putative Ser3-Ser33 isozyme complex
YLR403W	SFP1	putative Sfp1-Mrs6 complex
YOR370C	MRS6	putative Sfp1-Mrs6 complex
YGR250C	YGR250C	putative Sgn1-Ygr250c complex
YIR001C	SGN1	putative Sgn1-Ygr250c complex
YDL047W	SIT4	putative Sit4-Sap185-Rts3-Hrk1 complex
YGR161C	RTS3	putative Sit4-Sap185-Rts3-Hrk1 complex
YJL098W	SAP185	putative Sit4-Sap185-Rts3-Hrk1 complex
YOR267C	HRK1	putative Sit4-Sap185-Rts3-Hrk1 complex
YDR328C	SKP1	putative Skp1-Ypt52-Ymr258c complex
YKR014C	YPT52	putative Skp1-Ypt52-Ymr258c complex
YMR258C	YMR258C	putative Skp1-Ypt52-Ymr258c complex
YFR024C-A	LSB3	putative Sla2-Lsb3 complex
YNL243W	SLA2	putative Sla2-Lsb3 complex
YDR088C	SLU7	putative Slu7-Prp18 complex
YGR006W	PRP18	putative Slu7-Prp18 complex
YDL013W	SLX5	putative Slx5-Swa2 complex
YDR320C	SWA2	putative Slx5-Swa2 complex
YLR025W	SNF7	putative Snf7-Vps4 complex
YPR173C	VPS4	putative Snf7-Vps4 complex
YDR006C	SOK1	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
YDR233C	RTN1	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
YHR146W	CRP1	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
YJL146W	IDS2	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
YPL154C	PEP4	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex
YLR146C	SPE4	putative Spe3-Spe4 complex
YPR069C	SPE3	putative Spe3-Spe4 complex
YBL046W	PSY4	putative Ssd1-Psy4-Pph3-Psy2 complex
YDR075W	PPH3	putative Ssd1-Psy4-Pph3-Psy2 complex
YDR293C	SSD1	putative Ssd1-Psy4-Pph3-Psy2 complex
YNL201C	PSY2	putative Ssd1-Psy4-Pph3-Psy2 complex
YIL143C	SSL2	putative Ssl2-Yor352w complex
YOR352W	YOR352W	putative Ssl2-Yor352w complex
YLR389C	STE23	putative Ste23-Mrn1 complex
YPL184C	MRN1	putative Ste23-Mrn1 complex
YDR310C	SUM1	putative Sum1-Rfm1 complex
YOR279C	RFM1	putative Sum1-Rfm1 complex
YCR042C	TAF2	putative Taf8-Taf14-Taf2 TFIID subcomplex
YML114C	TAF8	putative Taf8-Taf14-Taf2 TFIID subcomplex
YPL129W	TAF14	putative Taf8-Taf14-Taf2 TFIID subcomplex
YIL129C	TAO3	putative Tao3-Yml081w complex
YML081W	YML081W	putative Tao3-Yml081w complex
YJL052W	TDH1	putative Tdh1-Tdh2 isozyme complex
YJR009C	TDH2	putative Tdh1-Tdh2 isozyme complex
YCR012W	PGK1	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
YGR192C	TDH3	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
YHR174W	ENO2	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
YKL060C	FBA1	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
YKL152C	GPM1	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex
YJL138C	TIF2	putative Tif1-Tif2 complex
YKR059W	TIF1	putative Tif1-Tif2 complex
YBR117C	TKL2	putative Tkl2-Tkl1 isozyme complex
YPR074C	TKL1	putative Tkl2-Tkl1 isozyme complex
YER007C-A	TMA20	putative Tma20-Tma22 complex
YJR014W	TMA22	putative Tma20-Tma22 complex
YHR117W	TOM71	putative Tom71-Ylr072w complex
YLR072W	YLR072W	putative Tom71-Ylr072w complex
YDL112W	TRM3	putative Trm3-Fas1 complex
YKL182W	FAS1	putative Trm3-Fas1 complex
YBR061C	TRM7	putative Trm7-Rtt10 complex
YPL183C	RTT10	putative Trm7-Rtt10 complex
YBR061C	TRM7	putative Trm7-Ymr259c complex
YMR259C	YMR259C	putative Trm7-Ymr259c complex
YDR353W	TRR1	putative Trr1-Trr2 complex
YHR106W	TRR2	putative Trr1-Trr2 complex
YFR009W	GCN20	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YGL195W	GCN1	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YKL029C	MAE1	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YKL104C	GFA1	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YLR180W	SAM1	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YML124C	TUB3	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YMR012W	CLU1	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex
YDR415C	YDR415C	putative Uba1-Ydr415c complex
YKL210W	UBA1	putative Uba1-Ydr415c complex
YBR082C	UBC4	putative Ubc4-Ufd4 complex
YKL010C	UFD4	putative Ubc4-Ufd4 complex
YBL067C	UBP13	putative Ubp13-Yol087c complex
YOL087C	YOL087C	putative Ubp13-Yol087c complex
YGR019W	UGA1	putative Uga1-Ndt80 complex
YHR124W	NDT80	putative Uga1-Ndt80 complex
YML106W	URA5	putative Ura5-Ura10 isozyme complex
YMR271C	URA10	putative Ura5-Ura10 isozyme complex
YDR357C	CNL1	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
YEL005C	VAB2	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
YGL079W	KXD1	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
YKL061W	BLI1	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
YNL086W	SNN1	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex
YEL013W	VAC8	putative Vac8-Nce102 complex
YPR149W	NCE102	putative Vac8-Nce102 complex
YEL002C	WBP1	putative Wbp1-Swp1 complex
YMR149W	SWP1	putative Wbp1-Swp1 complex
YJR067C	YAE1	putative Yae1-Ynl260c complex
YNL260C	YNL260C	putative Yae1-Ynl260c complex
YJL141C	YAK1	putative Yak1-Ypl247c complex
YPL247C	YPL247C	putative Yak1-Ypl247c complex
YBR137W	YBR137W	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
YOL111C	MDY2	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
YOR007C	SGT2	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
YOR164C	GET4	putative Ybr137w-Sgt2-Mdy2-Yor164c complex
YBR225W	YBR225W	putative Ybr225w-Mds3-Cdc25 complex
YGL197W	MDS3	putative Ybr225w-Mds3-Cdc25 complex
YLR310C	CDC25	putative Ybr225w-Mds3-Cdc25 complex
YLL048C	YBT1	putative Ybt1-Dak1 complex
YML070W	DAK1	putative Ybt1-Dak1 complex
YBR052C	RFS1	putative Ycp4-Rfs1-Pst2 complex
YCR004C	YCP4	putative Ycp4-Rfs1-Pst2 complex
YDR032C	PST2	putative Ycp4-Rfs1-Pst2 complex
YEL041W	YEF1	putative Yef1-Utr1 complex
YJR049C	UTR1	putative Yef1-Utr1 complex
YER071C	YER071C	putative Yer071c-Aim21-Cap1-Cap2 complex
YIL034C	CAP2	putative Yer071c-Aim21-Cap1-Cap2 complex
YIR003W	AIM21	putative Yer071c-Aim21-Cap1-Cap2 complex
YKL007W	CAP1	putative Yer071c-Aim21-Cap1-Cap2 complex
YER140W	YER140W	putative Yer140w-Slp1 complex
YOR154W	SLP1	putative Yer140w-Slp1 complex
YGR017W	YGR017W	putative Ygr017w-Vip1 complex
YLR410W	VIP1	putative Ygr017w-Vip1 complex
YGR071C	YGR071C	putative Ygr071c-Vid22-Tbf1 complex
YLR373C	VID22	putative Ygr071c-Vid22-Tbf1 complex
YPL128C	TBF1	putative Ygr071c-Vid22-Tbf1 complex
